onset	duration	trial_type	value
1054.08	0.0	Z	1.0
1056.08	0.0	G	1.0
1358.08	0.0	H	1.0
248.24	0.0	Z	1.0
260.4	0.0	J	1.0
280.72	0.0	J	1.0
300.88	0.0	J	1.0
321.36	0.0	J	1.0
341.6	0.0	J	1.0
361.84	0.0	J	1.0
382.16	0.0	J	1.0
402.4	0.0	J	1.0
422.64	0.0	J	1.0
442.96	0.0	J	1.0
463.2	0.0	J	1.0
483.52	0.0	J	1.0
503.84	0.0	J	1.0
524.24	0.0	J	1.0
544.48	0.0	J	1.0
564.8	0.0	J	1.0
613.12	0.0	L	1.0
633.44	0.0	L	1.0
653.68	0.0	L	1.0
674.0	0.0	L	1.0
694.4	0.0	L	1.0
714.64	0.0	L	1.0
734.88	0.0	L	1.0
755.2	0.0	L	1.0
775.6	0.0	L	1.0
795.84	0.0	L	1.0
816.16	0.0	L	1.0
836.4	0.0	L	1.0
856.72	0.0	L	1.0
876.96	0.0	L	1.0
897.28	0.0	L	1.0
917.6	0.0	L	1.0
937.84	0.0	L	1.0
958.0	0.0	L	1.0
978.32	0.0	L	1.0
998.56	0.0	L	1.0
